Gender,Age,Salary,Purchase_iPhone
Female,27,113918,Yes
Male,31,107938,Yes
Male,42,100900,Yes
Male,32,133178,No
Male,23,132523,Yes
Male,33,79065,No
Male,58,110873,No
Male,48,21462,Yes
Male,51,128969,Yes
Female,50,99230,Yes
Male,19,30586,Yes
Female,27,109923,Yes
Male,50,90513,Yes
Male,20,25643,No
Female,33,75577,Yes
Male,21,55407,Yes
Female,34,130355,Yes
Female,39,60204,No
Male,52,110876,Yes
Female,50,36463,Yes
Male,50,94554,Yes
Female,19,66367,No
Female,46,74703,Yes
Female,49,21694,No
Male,48,56020,No
Male,25,57742,No
Male,50,37841,No
Female,27,141076,Yes
Male,47,142735,No
Female,25,83630,Yes
Male,30,81274,No
Male,18,68238,Yes
Male,45,135492,Yes
Female,52,51947,No
Male,58,102699,No
Male,42,148630,No
Male,19,37831,Yes
Male,48,145511,Yes
Female,53,120852,Yes
Male,38,61910,No
Male,35,100801,No
Male,27,126356,Yes
Male,41,62072,Yes
Female,22,114260,Yes
Female,60,123456,No
Male,60,126864,No
Female,38,67995,Yes
Male,25,27387,Yes
Female,32,132856,No
Female,53,94324,No
Male,44,84876,Yes
Male,42,133590,Yes
Male,19,67275,Yes
Female,40,67228,No
Male,56,37876,Yes
Male,36,94864,No
Female,52,47428,No
Male,45,144826,Yes
Male,29,116193,Yes
Female,40,110584,No
Male,37,49192,No
Male,27,58681,No
Female,38,63111,No
Female,58,23036,No
Male,50,85091,Yes
Male,49,25728,No
Male,19,149808,No
Female,29,61235,No
Male,25,133239,Yes
Female,33,28826,Yes
Female,37,44875,No
Female,39,105801,Yes
Female,34,75703,Yes
Male,39,111311,Yes
Female,53,119754,Yes
Female,56,33962,No
Male,46,100470,No
Male,43,108275,Yes
Female,37,27857,Yes
Male,59,64210,No
Female,38,27940,Yes
Female,22,112760,No
Male,58,101606,No
Male,33,92634,Yes
Female,43,45245,No
Male,50,44075,No
Male,20,60277,No
Male,33,30513,Yes
Female,32,111973,No
Female,44,116666,Yes
Male,35,143403,Yes
Female,60,91792,No
Female,43,50582,Yes
Male,57,89690,No
Female,44,91143,Yes
Female,50,45505,Yes
Male,25,68983,No
Female,39,77511,Yes
Female,53,65326,No
Male,57,91893,Yes
Female,30,27079,No
Male,41,136768,Yes
Male,42,111436,No
Male,20,108694,Yes
Female,58,38280,Yes
Female,41,48048,Yes
Male,52,118518,Yes
Male,30,57116,Yes
Male,24,146991,Yes
Male,29,52458,Yes
Male,32,129275,Yes
Female,23,137826,No
Female,54,101468,Yes
Male,19,76082,No
Male,42,66750,No
Female,20,139979,No
Male,21,92967,No
Male,54,92847,Yes
Female,18,74782,No
Male,37,57347,No
Male,21,86704,No
Male,35,115339,Yes
Female,39,29536,No
Male,32,132360,Yes
Male,21,21509,No
Male,45,63557,No
Female,34,110850,Yes
Male,21,143815,No
Male,24,128573,Yes
Female,31,39422,No
Female,24,112820,Yes
Female,28,118128,No
Female,30,53681,No
Male,23,38796,Yes
Male,21,137598,Yes
Male,20,82084,No
Female,53,50975,Yes
Female,45,28296,No
Female,47,90245,Yes
Female,30,37738,Yes
Male,58,144534,No
Male,52,121753,No
Female,48,36902,No
Female,35,100910,Yes
Female,38,36085,No
Male,59,133634,No
Male,50,116049,Yes
Male,24,37072,No
Female,54,68138,Yes
Male,45,95637,No
Female,30,51569,No
Female,30,87021,No
Female,31,125133,Yes
Male,58,143877,Yes
Female,47,82416,Yes
Female,21,103444,Yes
Male,22,52950,No
Male,47,121209,No
Female,23,95144,No
Female,50,140711,No
Male,51,26273,No
Male,25,146986,No
Female,27,92318,Yes
Female,46,96790,No
Male,25,69229,Yes
Female,35,110380,Yes
Male,19,25935,No
Male,36,40523,Yes
Female,38,112238,Yes
Female,36,92405,Yes
Female,34,59395,Yes
Female,50,127531,Yes
Male,46,62132,No
Female,32,131987,Yes
Male,29,71036,No
Male,18,48972,No
Female,22,36780,No
Female,47,92736,Yes
Female,36,97900,Yes
Male,20,27881,Yes
Female,51,123292,Yes
Female,27,115039,No
Male,22,55573,No
Male,22,115396,No
Female,40,71582,Yes
Male,57,46869,Yes
Female,22,81674,No
Female,57,38233,Yes
Female,39,94220,No
Female,28,103477,Yes
Male,55,143554,No
Female,36,99056,No
Female,60,59407,Yes
Female,29,149064,No
Male,58,35467,Yes
Female,20,104789,Yes
Male,30,33515,Yes
Female,48,132698,Yes
Male,28,26512,No
Male,51,69831,No
Female,47,128954,Yes
Female,22,97950,No
Male,24,142976,No
Male,36,86858,No
Male,27,79982,Yes
Male,58,33968,No
Male,33,20071,Yes
Male,55,76540,Yes
Male,58,38355,No
Male,43,70138,Yes
Male,19,121406,No
Male,20,60382,No
Female,28,109274,Yes
Female,44,146291,Yes
Male,56,78471,No
Female,22,130989,No
Female,37,94757,No
Female,25,42097,No
Male,20,117906,Yes
Female,54,50205,Yes
Male,44,113361,No
Male,59,106867,No
Female,57,121317,Yes
Male,41,135588,Yes
Female,29,50981,No
Female,54,92545,No
Female,31,62226,No
Female,60,149218,Yes
Male,60,56521,No
Female,59,67018,Yes
Male,34,69685,No
Male,25,110836,Yes
Female,28,82892,No
Male,40,63130,Yes
Male,31,144457,Yes
Female,41,43023,Yes
Female,22,25790,No
Female,26,67515,Yes
Male,23,81939,Yes
Female,27,47544,No
Female,36,144556,Yes
Male,55,75224,No
Male,31,34109,No
Male,20,145980,No
Male,40,113001,Yes
Male,34,92796,No
Female,56,41727,No
Female,23,65105,No
Male,48,63720,No
Female,25,121777,No
Female,24,58997,Yes
Female,18,52626,Yes
Male,48,71258,No
Female,27,114599,Yes
Male,32,25130,Yes
Female,47,127789,No
Female,57,145527,Yes
Female,40,121029,Yes
Male,32,81034,No
Male,44,134199,No
Female,41,135786,Yes
Female,18,142472,Yes
Female,33,87151,No
Male,56,36940,No
Male,24,130603,No
Female,21,88964,No
Male,30,44253,Yes
Female,31,94872,No
Female,57,81453,No
Male,36,98099,Yes
Male,52,75682,No
Male,28,35144,Yes
Female,49,91083,Yes
Male,19,20400,No
Male,45,137544,Yes
Male,43,50668,No
Male,38,129201,Yes
Male,32,20820,No
Female,33,110598,Yes
Male,48,27391,No
Male,46,55310,Yes
Female,47,148336,No
Male,29,103055,Yes
Male,37,28927,Yes
Male,25,70181,No
Female,32,76521,Yes
Male,29,105586,No
Male,26,28179,Yes
Male,48,46952,No
Male,58,30930,Yes
Female,44,101135,Yes
Male,47,72031,No
Male,24,45554,No
Female,36,26758,Yes
Male,55,118390,Yes
Male,56,37583,Yes
Male,45,66380,Yes
Male,44,54580,No
Female,24,114581,Yes
Male,55,94788,No
Female,44,85506,Yes
Male,51,137081,No
Male,52,28416,No
Female,46,149266,No
Male,29,123551,Yes
Female,47,35883,Yes
Male,31,40806,No
Female,59,89072,No
Female,59,118680,No
Male,54,60014,No
Female,50,30645,No
Female,38,120313,Yes
Male,44,47373,Yes
Male,33,66718,No
Male,18,125790,Yes
Male,57,104131,Yes
Male,28,125785,No
Female,46,102927,Yes
Female,57,66058,Yes
Female,29,27436,Yes
Male,30,116630,No
Male,59,103892,No
Male,52,52753,No
Male,30,38903,No
Female,55,78904,Yes
Male,44,70940,Yes
Female,30,63330,Yes
Female,45,26981,No
Male,40,95993,No
Female,59,130452,No
Male,32,133370,Yes
Male,30,63553,Yes
Female,31,26673,Yes
Female,37,135992,No
Female,52,146108,Yes
Male,50,146852,No
Male,19,31321,No
Male,60,45398,Yes
Male,42,60367,Yes
Male,38,114689,No
Male,22,135313,Yes
Female,58,40671,No
Female,43,143567,No
Female,38,42931,No
Female,44,95820,No
Male,38,115744,No
Male,18,140020,No
Female,27,139230,No
Female,37,102836,No
Male,33,108325,No
Male,35,79613,Yes
Male,60,65591,Yes
Male,40,43464,No
Male,34,142972,Yes
Male,27,142083,No
Female,21,61615,No
Male,52,54414,Yes
Female,36,85728,No
Male,42,31159,Yes
Male,56,148083,No
Male,51,144724,Yes
Female,46,38152,Yes
Female,26,87653,Yes
Male,20,102831,Yes
Male,44,68440,No
Female,59,94242,No
Male,47,38441,No
Male,26,140667,No
Female,55,52108,Yes
Male,38,43025,No
Male,24,54437,No
Male,43,89281,Yes
Male,28,141277,No
Male,34,144201,No
Male,50,143465,Yes
Male,18,72449,Yes
Male,23,72067,Yes
Male,42,113022,Yes
Male,39,149500,No
Female,40,131061,No
Female,39,147534,No
Male,21,68126,No
Male,29,103910,No
Female,48,127787,Yes
Male,30,52594,Yes
Female,39,40774,Yes
Male,35,145095,Yes
Female,58,83718,Yes
Male,27,149222,Yes
Male,55,63240,No
Female,34,146328,No
Female,32,140899,Yes
Male,51,76287,Yes
Female,43,115865,No
Male,60,137021,No
Female,55,110855,Yes
Male,18,70628,No
Male,21,34834,Yes
Male,29,113746,Yes
Male,25,131163,Yes
Female,34,75294,No
Male,55,65904,No
Female,19,46424,Yes
Female,28,143358,No
Female,47,93491,No
Male,47,77148,No
Male,46,27644,Yes
Female,27,113721,Yes
Female,29,75094,Yes
Female,45,49087,No
Male,30,38947,Yes
Male,30,139666,No
Female,32,118828,Yes
Male,28,115351,Yes
Female,38,52360,No
Female,28,89900,No
Male,54,136397,No
Male,31,83567,No
Female,46,73672,Yes
Female,31,107574,No
Female,50,97039,No
Female,30,111219,No
Female,52,42081,No
Female,51,105383,No
Male,29,122986,No
Female,46,89222,No
Female,23,60328,Yes
Female,20,102243,No
Male,23,79712,No
Male,29,78754,No
Male,54,138575,No
Female,49,87773,Yes
Female,42,126965,Yes
Male,26,107578,No
Male,19,102503,Yes
Male,36,103319,No
Male,23,38704,No
Male,34,125790,Yes
Female,26,142885,Yes
Male,49,85198,No
Male,59,57235,Yes
Male,20,114681,Yes
Female,30,123075,Yes
Male,55,99762,Yes
Male,40,62429,Yes
Male,48,108054,Yes
Male,59,69732,Yes
Male,57,46250,No
Female,37,40911,No
Female,56,136362,No
Male,28,48035,Yes
Male,53,122848,Yes
Female,31,124170,Yes
Female,50,47449,Yes
Male,38,73076,Yes
Female,44,63881,Yes
Male,28,140715,Yes
Female,31,95467,No
Female,33,107745,Yes
Male,28,36860,Yes
Male,36,86903,No
Female,18,59368,Yes
Female,48,133863,Yes
Male,21,131895,No
Female,37,62382,No
Female,46,37149,Yes
Female,40,105328,No
Female,54,108991,No
Male,37,80146,Yes
Female,29,98944,Yes
Female,43,115362,No
Male,53,56121,Yes
Male,27,30264,Yes
Male,36,42885,Yes
Female,22,63707,Yes
Female,39,101925,Yes
Male,37,123851,No
Male,59,86884,Yes
Male,56,122307,Yes
Male,46,69839,Yes
Male,33,53710,Yes
Female,55,58256,Yes
Male,36,93825,No
Male,54,147718,Yes
Male,25,141486,No
Male,36,111958,Yes
Male,44,69715,No
Female,47,84134,No
Female,58,49004,No
Female,44,95744,Yes
Female,58,93626,Yes
Male,56,106126,Yes
Female,47,94000,No
Female,37,112973,Yes
Female,60,43325,No
Female,47,117357,No
Male,50,111943,No
Female,55,33325,No
Female,54,61676,No
Female,46,38051,No
Male,18,32485,No
Female,60,46955,Yes
Female,39,143896,No
Female,29,86305,Yes
Male,44,127423,No
Female,38,33999,No
Male,52,124864,Yes
Female,51,53866,Yes
Female,32,20398,No
Male,50,120896,No
Male,47,31969,Yes
Male,58,131912,No
Male,33,91940,No
Male,35,57949,Yes
Female,29,134405,Yes
Female,54,41867,Yes
Female,42,26621,Yes
Male,40,29048,No
Male,43,70178,Yes
Female,48,95218,No
Male,31,126814,Yes
Female,24,110722,Yes
Male,31,140750,No
Male,60,49311,No
Male,50,74237,Yes
Male,53,33691,No
Male,24,71407,Yes
Female,52,25736,Yes
Female,52,49842,Yes
Male,44,93316,Yes
Female,32,121003,No
Female,43,146192,No
Male,28,137989,No
Female,19,50818,Yes
Male,33,57999,No
Male,52,147911,No
Male,38,85316,Yes
Male,50,132327,No
Female,29,62872,No
Male,24,25151,Yes
Female,37,26562,Yes
Male,56,135187,No
Female,18,95752,Yes
Male,59,80948,No
Female,30,114802,No
Male,51,148951,Yes
Male,25,120615,No
Female,27,51849,Yes
Female,22,58873,Yes
Female,43,23344,No
Female,42,27087,Yes
Female,34,146365,No
Female,25,99382,No
Male,48,42451,No
Male,26,108467,No
Male,52,114333,Yes
Female,29,102407,No
Male,57,93991,No
Female,34,124492,Yes
Male,23,23608,Yes
Female,50,90181,Yes
Female,36,48816,No
Male,19,20618,No
Male,22,109858,Yes
Female,59,59784,Yes
Female,31,97707,No
Female,46,85191,No
Female,50,123151,No
Female,33,99738,No
Female,25,42149,No
Female,40,42132,No
Female,24,39378,Yes
Female,53,32541,No
Male,40,72353,No
Male,34,30026,No
Male,38,132698,No
Male,45,116704,Yes
Male,49,80815,No
Male,51,24136,Yes
Male,37,26037,Yes
Male,51,98190,Yes
Female,58,54209,No
Female,54,59417,No
Male,60,136705,No
Female,42,134738,Yes
Male,53,122479,No
Male,39,121187,Yes
Female,32,141906,Yes
Female,35,115360,Yes
Male,23,40846,Yes
Female,58,102820,Yes
Male,32,102665,Yes
Female,30,147926,Yes
Male,47,42339,Yes
Male,25,88964,Yes
Female,52,122282,No
Male,33,25975,Yes
Female,33,87156,Yes
Female,33,128149,No
Male,23,80301,No
Male,53,80136,No
Female,41,77057,Yes
Female,36,142188,No
Female,45,21355,No
Male,48,123294,No
Male,24,97645,No
Male,59,119455,No
Female,31,133868,Yes
Male,24,128848,No
Male,24,63187,No
Male,50,128335,No
Female,28,85679,No
Male,19,142141,No
Male,38,30825,Yes
Female,50,28516,No
Female,20,128719,Yes
Male,18,75628,Yes
Male,40,110721,No
Male,60,39760,No
Male,58,67215,Yes
Female,35,22833,No
Male,48,126657,Yes
Male,52,95189,Yes
Female,36,143432,No
Female,53,48527,Yes
Male,43,35156,No
Female,26,128342,Yes
Male,23,102804,No
Male,43,139797,Yes
Male,20,72203,No
Female,26,72921,Yes
Male,57,74737,Yes
Male,42,63669,Yes
Male,41,98534,Yes
Female,47,87228,No
Female,21,80965,No
Female,42,73624,No
Female,26,113257,Yes
Female,39,97032,No
Female,19,147043,No
Female,53,114259,No
Male,49,129424,No
Male,50,142544,No
Female,44,123410,No
Male,23,66794,Yes
Female,33,72604,No
Female,26,41471,Yes
Male,34,99662,No
Male,55,49521,Yes
Female,39,57335,No
Female,49,46667,No
Male,50,141603,Yes
Female,28,122944,No
Female,32,100465,No
Female,56,104902,Yes
Female,43,75736,Yes
Male,58,62784,Yes
Male,26,143639,No
Female,44,68079,Yes
Female,42,97220,No
Female,30,56364,Yes
Female,42,109693,Yes
Female,21,39664,No
Female,30,63790,No
Male,46,83032,Yes
Male,58,42728,Yes
Female,49,143268,Yes
Male,40,95391,No
Male,60,41266,No
Female,40,47661,No
Female,41,39116,No
Female,60,119011,No
Female,39,143146,Yes
Male,55,121252,No
Male,27,73041,Yes
Male,20,74496,No
Female,55,71704,Yes
Male,18,57814,Yes
Male,31,137215,Yes
Female,32,23577,Yes
Male,51,99003,Yes
Male,56,72932,No
Male,49,121715,No
Male,33,57816,No
Female,35,71722,No
Female,56,38556,No
Female,43,144214,Yes
Female,59,143010,Yes
Male,35,132906,Yes
Male,21,98088,Yes
Male,25,111896,Yes
Male,41,106109,No
Female,43,71506,Yes
Female,39,84607,Yes
Male,27,145407,No
Female,49,55682,No
Male,25,108301,Yes
Male,31,142455,Yes
Female,39,53017,No
Male,34,33247,No
Male,54,141199,No
Male,23,58747,Yes
Female,54,144551,Yes
Female,57,49370,Yes
Male,51,132587,Yes
Male,23,93961,No
Female,23,80710,No
Female,50,140984,Yes
Female,33,135115,No
Female,35,122972,No
Male,20,130347,No
Male,28,65188,Yes
Male,35,149726,No
Male,29,39947,No
Female,54,94687,Yes
Female,21,127017,Yes
Male,44,72483,No
Female,54,76169,No
Male,28,148890,Yes
Female,25,37500,Yes
Male,35,39941,Yes
Male,52,75284,No
Female,34,67632,Yes
Female,25,44499,No
Male,20,49429,Yes
Male,39,71459,No
Female,44,92619,No
Female,37,144350,Yes
Male,55,141637,Yes
Male,33,54056,No
Female,23,20776,Yes
Female,54,137650,Yes
Male,22,137066,No
Male,25,123387,No
Male,39,130581,Yes
Female,24,56455,Yes
Male,46,91516,No
Male,52,23748,No
Male,51,71486,No
Female,40,83299,Yes
Female,20,37052,No
Male,33,97132,Yes
Female,48,42887,Yes
Male,40,49093,Yes
Male,59,99700,No
Male,43,24421,No
Male,47,86199,Yes
Male,39,116790,No
Female,50,107231,No
Male,27,131914,No
Female,36,30002,No
Male,49,77333,Yes
Female,49,141236,No
Female,24,98285,Yes
Female,43,22493,Yes
Male,35,84675,No
Female,26,78940,Yes
Male,18,46840,Yes
Female,37,130532,No
Female,51,99975,No
Male,18,133530,Yes
Female,58,77795,No
Female,30,30546,No
Female,20,34612,Yes
Female,46,109607,Yes
Female,19,72641,No
Male,39,91255,Yes
Male,19,87953,No
Female,19,31577,Yes
Female,48,147669,Yes
Female,57,118907,No
Female,55,133692,No
Male,41,128000,Yes
Female,42,147342,Yes
Male,46,131284,Yes
Male,34,41578,No
Male,18,67422,Yes
Female,24,124373,Yes
Female,22,81471,Yes
Male,18,144789,No
Female,58,144142,Yes
Female,34,143529,No
Male,32,82762,No
Male,24,21434,Yes
Female,49,56029,Yes
Female,57,71422,Yes
Male,55,129558,No
Female,56,42262,No
Male,19,135325,Yes
Male,28,129296,No
Female,46,129358,Yes
Female,22,127005,Yes
Male,18,110708,Yes
Female,54,137506,No
Male,22,112953,Yes
Female,39,140067,No
Female,51,121990,Yes
Male,46,73209,No
Male,19,74163,No
Male,52,149097,No
Female,46,147714,Yes
Female,49,112553,No
Female,38,130351,Yes
Female,58,145269,No
Male,49,39852,Yes
Male,59,140152,No
Female,42,133740,Yes
Male,28,84374,No
Male,21,62228,No
Male,46,91764,No
Male,34,140922,Yes
Male,47,20531,No
Male,22,81733,No
Male,35,90863,No
Female,29,115430,No
Male,19,101863,No
Male,18,79857,No
Female,39,124224,No
Male,24,126431,No
Male,20,27556,No
Male,50,145742,Yes
Female,46,143714,No
Male,53,70891,No
Male,54,31801,Yes
Female,41,41014,No
Male,60,70051,No
Female,27,125886,Yes
Female,44,135120,Yes
Male,30,118391,Yes
Female,21,38066,No
Female,23,58031,Yes
Male,46,121423,No
Female,31,26973,Yes
Female,54,38168,No
Female,19,29045,Yes
Female,44,149819,No
Male,38,47908,Yes
Male,47,134747,Yes
Female,46,120788,Yes
Male,54,54788,No
Female,40,35433,Yes
Male,56,46432,No
Female,41,26845,No
Male,21,22112,Yes
Female,52,114232,No
Male,55,137559,No
Female,56,72953,Yes
Female,28,66501,Yes
Male,51,36759,Yes
Male,55,39451,No
Female,33,112433,Yes
Male,21,34860,No
Female,23,105451,No
Male,45,58554,No
Female,30,67666,Yes
Male,44,74188,No
Female,24,74531,Yes
Male,34,53022,No
Male,32,111609,No
Male,57,34138,Yes
Female,55,31967,Yes
Male,21,132720,No
Male,44,144444,No
Male,26,107249,No
Male,50,38196,Yes
Female,60,123858,No
Male,60,71748,Yes
Male,40,63536,No
Male,43,25274,No
Female,58,148887,Yes
Female,37,90346,Yes
Male,26,51976,No
Female,51,82823,No
Female,24,33899,Yes
Male,25,48972,No
Male,31,81499,No
Male,29,82192,Yes
Male,41,36406,No
Male,51,137818,Yes
Female,23,94358,No
Male,50,146487,No
Male,37,31296,Yes
Female,28,36015,Yes
Female,36,91317,No
Male,43,97020,Yes
Female,58,134249,No
Female,38,115501,No
Male,27,132771,Yes
Male,42,44299,No
Female,28,131506,Yes
Male,44,87841,Yes
Male,39,116931,No
Male,42,49702,Yes
Female,50,100373,No
Male,44,52090,No
Female,25,105764,No
Female,41,108219,Yes
Female,53,134977,Yes
Male,55,69503,Yes
Male,35,38536,No
Male,24,40405,Yes
Female,42,32691,Yes
Male,55,133993,No
Female,52,26847,No
Female,36,82994,Yes
Female,20,70424,No
Male,19,51745,No
Female,25,93319,No
Male,42,137097,No
Female,50,111961,Yes
Female,27,61136,Yes
Female,21,54949,No
Male,23,146018,Yes
Male,58,89690,Yes
Female,41,140221,No
Male,30,56478,No
Female,46,35931,Yes
Female,53,133732,Yes
Female,49,20215,No
Male,54,51946,Yes
Female,38,79539,Yes
Male,52,122236,No
Female,22,95874,No
Male,20,48119,No
Male,48,138263,No
Male,40,99584,Yes
Male,27,89334,Yes
Female,56,48618,No
Male,18,114292,Yes
Male,39,115557,No
Female,51,50929,No
Male,57,20007,No
Female,28,86011,Yes
Female,35,94423,Yes
Male,35,61656,No
Male,24,107838,No
Male,57,93701,No
Male,33,66236,Yes
Male,30,139182,No
Male,45,132301,Yes
Female,40,40105,Yes
Female,49,46991,Yes
Male,42,52689,Yes
Female,47,98625,Yes
Female,33,81407,Yes
Female,53,24149,No
Male,41,53016,Yes
Male,46,48472,Yes
Female,31,65288,Yes
Female,45,115717,No
Female,52,24781,No
Female,51,79376,No
Female,32,32235,No
Male,33,144998,No
Male,53,30104,Yes
Female,58,39924,Yes
Female,41,31707,No
Male,43,30661,Yes
Female,19,90018,No
Male,57,66198,No
Male,23,128895,No
Male,25,31128,No
Male,56,135268,Yes
Female,22,93350,No
Male,38,141870,No
Male,46,33434,Yes
Male,30,87797,No
Female,54,86342,Yes
Male,31,22794,Yes
Female,41,21655,No
Female,59,31101,No
Female,34,119011,No
Female,26,63728,No
Male,27,62246,Yes
Female,51,119113,No
Male,25,25506,Yes
Male,57,82605,No
Male,55,79923,No
Male,53,32190,Yes
Female,49,80112,Yes
Female,20,93458,Yes
Male,22,31346,No
Male,25,123509,Yes
Female,28,117441,No
Female,53,59424,Yes
Male,60,140358,Yes
Male,35,76082,No
Male,24,21756,Yes
Female,22,41004,No
Male,41,20760,No
Female,39,61530,Yes
Female,22,43915,No
Male,46,101454,Yes
Female,58,36693,No
Male,43,140625,Yes
Male,30,57999,No
Female,32,128212,No
Male,31,22156,Yes
Male,27,77784,No
Male,19,142397,Yes
Female,23,28389,Yes
Female,21,110455,Yes
Male,24,80057,No
Female,57,72675,No
Female,20,71033,Yes
Male,24,130008,No
Female,55,82942,Yes
Female,52,79821,Yes
Male,37,105997,No
Male,50,35375,Yes
Male,26,117936,No
Female,52,102063,No
Male,40,146913,No
Male,52,57495,Yes
Male,56,34957,No
Female,58,88714,Yes
Male,19,104513,No
Female,46,75412,No
Male,24,80220,No
Female,31,30320,No
Female,20,24738,Yes
Female,58,108138,No
Female,49,142834,No
Male,49,66483,No
Female,42,122784,No
Female,46,63795,No
Male,52,94800,No
Male,60,108889,Yes
Female,47,111237,Yes
Male,30,20316,Yes
Female,28,55551,Yes
Male,18,137476,Yes
Male,58,141097,Yes
Female,52,111294,No
Male,33,28589,No
Female,53,75368,Yes
Male,54,33508,Yes
Male,58,30685,No
Male,47,43743,No
Female,50,83827,No
Male,24,62863,Yes
Female,50,119414,Yes
Male,40,76908,Yes
Female,35,49001,No
Female,49,56816,Yes
Female,19,120576,Yes
Male,40,128491,Yes
Female,60,97797,No
Female,19,121975,No
Female,35,59403,No
Male,48,74627,Yes
Female,60,41250,No
Male,34,111458,No
Male,51,58106,No
Female,33,99356,Yes
Female,38,131674,No
Male,57,82902,No
Male,59,21741,No
Female,52,58743,No
Female,49,41367,Yes
Male,40,127949,No
Female,24,33722,No
Male,53,81015,No
Male,54,68554,No
Male,22,21029,No
Female,59,32624,Yes
Female,26,41261,Yes
Male,34,39054,Yes
Female,24,133678,No
Female,23,37227,No
Male,34,37501,Yes
Female,21,85973,Yes
Female,54,79178,Yes
Female,21,137796,No
Male,21,144766,Yes
Male,34,92074,Yes
Male,25,136143,Yes
Female,27,88434,No
Male,27,140852,No
Male,18,136504,Yes
Female,29,114059,No
Male,29,135966,No
Female,49,96548,No
Female,55,58867,Yes
Female,36,140275,Yes
Male,38,104427,Yes
Male,43,66859,Yes
Female,24,96740,No
Female,58,118672,Yes
Male,19,140166,No
Female,40,55022,Yes
Male,29,115237,No
Male,18,104033,Yes
Female,42,29988,No
Female,55,67081,Yes
Female,18,112594,No
Female,57,145951,No
Female,57,65412,No
Female,18,43032,Yes
Female,25,67576,No
Male,44,104102,No
Female,43,123212,No
Female,25,66933,Yes
Male,38,52126,Yes
Female,21,70720,No
Female,46,39952,Yes
Male,31,75792,No
Male,26,64516,Yes
Male,43,126014,Yes
Female,41,35651,No
Female,45,28841,No
Female,52,107563,Yes
Male,49,42317,Yes
Female,29,59095,No
Female,59,96898,No
Male,48,124514,No
Male,55,63992,Yes
Male,20,102936,No
Female,53,55649,No
Female,35,127835,Yes
Female,18,135711,Yes
Male,47,41377,No
Female,53,146784,Yes
Male,39,148473,No
Female,25,102690,No
Male,53,112679,Yes
Male,42,80229,No
Male,35,22576,No
Female,36,50628,No
Male,59,143727,Yes
Male,49,34976,No
Female,23,105722,No
Female,34,28293,Yes
Female,19,100529,Yes
Female,42,127856,Yes
Female,32,108073,Yes
Female,28,48645,Yes
Female,20,137985,No
Male,54,76379,No
Male,34,135354,Yes
Female,38,134822,Yes
Male,45,109738,No
Male,32,127407,No
Female,54,47159,No
Female,31,114727,Yes
Male,34,81270,No
Male,23,144072,Yes
Female,26,143274,Yes
Male,18,36071,Yes
Female,49,55697,No
Female,26,80334,Yes
Male,28,107565,No
Male,55,56889,Yes
Female,33,104966,Yes
Female,27,111534,Yes
Female,21,35596,Yes
Male,36,26918,Yes
Female,50,88120,No
Male,45,95693,Yes
Female,31,88863,No
Female,55,44450,No
Female,48,142048,Yes
Female,56,52267,No
Female,30,135416,Yes
Male,53,24693,Yes
Male,18,135032,No
Male,37,138114,No
Female,32,29871,No
Female,58,61666,Yes
Male,25,134517,Yes
Female,37,34883,Yes
Male,36,56148,Yes
Female,26,31840,Yes
Female,34,20968,Yes
Male,36,75942,Yes
Male,22,45888,No
Female,46,42485,No
Female,40,126108,No
Male,49,20506,No
Female,33,32661,No
Male,45,37791,Yes
Male,44,90426,No
Female,50,127935,No
Female,27,84715,Yes
Female,50,45429,Yes
Male,57,106416,No
Male,31,118954,Yes
Male,45,56749,Yes
Male,19,125161,No
Female,49,65112,Yes
Male,58,119965,No
Female,27,149672,No
Female,51,106015,Yes
Male,53,92076,No
Male,51,55749,No
Female,41,35736,No
Male,42,147305,No
Female,19,148366,No
Female,56,62718,Yes
Male,42,67826,No
Female,43,146670,Yes
Male,19,121634,No
Female,50,34365,No
Male,37,106490,No
Female,43,133780,Yes
Female,32,124805,No
Male,51,90606,No
Female,59,126042,Yes
Male,50,127984,No
Female,24,34149,Yes
Male,33,134752,No
Female,41,43923,No
Female,31,42986,No
Female,21,72049,Yes
Male,26,56602,Yes
Female,38,35400,No
Male,30,141748,No
Male,33,62707,No
Female,45,126422,Yes
Female,19,103548,Yes
Male,59,126007,No
Female,47,100124,No
Male,30,42806,No
Female,19,139207,Yes
Female,59,39695,No
Female,44,107269,No
Female,42,94490,Yes
Male,38,33659,No
Male,34,126645,Yes
Male,60,62249,Yes
Male,24,112429,Yes
Male,42,101217,No
Female,54,48821,No
Female,41,36976,No
Male,58,72499,Yes
Female,49,74299,Yes
Female,32,109103,Yes
Male,52,79936,Yes
Female,32,22004,Yes
Female,59,40953,No
Female,36,27218,Yes
Male,51,25868,Yes
Male,26,41648,Yes
Female,55,99400,No
Female,25,137575,No
Male,55,129895,Yes
Male,25,81851,No
Male,38,141834,Yes
Male,45,115941,Yes
Male,40,134286,Yes
Female,36,76625,Yes
Male,52,146663,No
Male,23,82822,No
Female,54,142228,No
Female,45,64559,No
Female,46,106043,No
Female,56,136674,No
Male,38,133052,No
Male,31,102438,No
Female,51,29432,No
Female,26,37409,No
Male,47,75840,No
Female,36,78196,Yes
Male,44,27444,Yes
Female,58,79120,Yes
Male,31,136803,Yes
Female,33,70441,No
Female,29,74320,Yes
Male,49,97626,Yes
Male,38,58485,Yes
Female,54,148604,Yes
Male,43,112292,Yes
Male,38,112574,Yes
Male,28,98092,No
